Categoria,Imagen,Accion,Key assumption,Descripcion Largo,Tipo,Opcion,Valor,Costo (Millones USD),Costo Operacion (Millones USD),Costo Mantenimiento (Millones USD)
Trasvase Estarca,02.png,Area de servicio EMPSAT,Key\XLRM\Acciones\Estarca\EMPSAT,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Trasvase Estarca,02.png,Area de servicio EMPSAT,Key\XLRM\Acciones\Estarca\EMPSAT,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Trasvase Estarca,02.png,"Comunidades: Oploca, Villa Providencia, y Torre Chica",Key\XLRM\Acciones\Estarca\Oploca,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Trasvase Estarca,02.png,"Comunidades: Oploca, Villa Providencia, y Torre Chica",Key\XLRM\Acciones\Estarca\Oploca,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Trasvase Estarca,02.png,"Comunidades: Salo, San Miguel, y Charahota",Key\XLRM\Acciones\Estarca\TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Trasvase Estarca,02.png,"Comunidades: Salo, San Miguel, y Charahota",Key\XLRM\Acciones\Estarca\TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Trasvase Estarca,02.png,Comunidades: Tambillo Alto y Monte Rico,Key\XLRM\Acciones\Estarca\Salo,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Trasvase Estarca,02.png,Comunidades: Tambillo Alto y Monte Rico,Key\XLRM\Acciones\Estarca\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Trasvase Estarca,02.png,Prioridad asignacion de agua Estarca: EMPSA,Key\XLRM\Acciones\Prioridades Demanda Estarca\EMPSAT,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Trasvase Estarca,02.png,Prioridad asignacion de agua Estarca: Comunidades,Key\XLRM\Acciones\Prioridades Demanda Estarca\Riego,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Trasvase Estarca,02.png,Prioridad asignacion de agua Estarca: Riego,Key\XLRM\Acciones\Prioridades Demanda Estarca\Comunidades,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Trasvase Estarca,02.png,Prioridad Suministro de agua Estarca: Estarca,Key\XLRM\Acciones\Prioridades Suministro Estarca\Estarca,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Trasvase Estarca,02.png,Prioridad Suministro de agua Estarca: Caracota,Key\XLRM\Acciones\Prioridades Suministro Estarca\Caracota,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Trasvase Estarca,02.png,Prioridad Suministro de agua Estarca: GW,Key\XLRM\Acciones\Prioridades Suministro Estarca\GW,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Trasvase Estarca,02.png,Prioridad Suministro de agua Estarca: Otros superficiales,Key\XLRM\Acciones\Prioridades Suministro Estarca\Superficiales,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Area de servicio EMPSAT,03.png,Mejoramiento Caracota,Key\XLRM\Acciones\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Area de servicio EMPSAT,03.png,Mejoramiento Caracota,Key\XLRM\Acciones\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Area de servicio EMPSAT,03.png,Reduccion de perdidas en sistema de EMPSAT,Key\XLRM\Acciones\Reduccion Perdidas Urbano,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Area de servicio EMPSAT,03.png,Reduccion de perdidas en sistema de EMPSAT,Key\XLRM\Acciones\Reduccion Perdidas Urbano,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Reuso de agua del sistema de tratamiento de Tupiza: Tupiza,Key\XLRM\Acciones\Reuso\Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Reuso de agua del sistema de tratamiento de Tupiza: Tupiza,Key\XLRM\Acciones\Reuso\Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Reuso de agua del sistema de tratamiento de Tupiza: Entre Rios,Key\XLRM\Acciones\Reuso\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Reuso de agua del sistema de tratamiento de Tupiza: Entre Rios,Key\XLRM\Acciones\Reuso\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion de sistemas de riego,Key\XLRM\Acciones\Revitalizacion,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion de sistemas de riego,Key\XLRM\Acciones\Revitalizacion,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Almona,Key\XLRM\Acciones\Revitalizacion\Almona,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Almona,Key\XLRM\Acciones\Revitalizacion\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Caracota,Key\XLRM\Acciones\Revitalizacion\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Caracota,Key\XLRM\Acciones\Revitalizacion\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Charahota,Key\XLRM\Acciones\Revitalizacion\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Charahota,Key\XLRM\Acciones\Revitalizacion\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Entre Rios,Key\XLRM\Acciones\Revitalizacion\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Entre Rios,Key\XLRM\Acciones\Revitalizacion\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: La Torre,Key\XLRM\Acciones\Revitalizacion\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: La Torre,Key\XLRM\Acciones\Revitalizacion\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,"Revitalizacion: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Revitalizacion\Monte Rico Tambillo BajoAlto,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,"Revitalizacion: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Revitalizacion\Monte Rico Tambillo BajoAlto,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Oro Ingenio,Key\XLRM\Acciones\Revitalizacion\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Oro Ingenio,Key\XLRM\Acciones\Revitalizacion\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Palala Alta,Key\XLRM\Acciones\Revitalizacion\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Palala Alta,Key\XLRM\Acciones\Revitalizacion\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Pilquiza,Key\XLRM\Acciones\Revitalizacion\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Pilquiza,Key\XLRM\Acciones\Revitalizacion\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Salo,Key\XLRM\Acciones\Revitalizacion\Salo,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Salo,Key\XLRM\Acciones\Revitalizacion\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: San Jose de Hornos,Key\XLRM\Acciones\Revitalizacion\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: San Jose de Hornos,Key\XLRM\Acciones\Revitalizacion\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: San Miguel,Key\XLRM\Acciones\Revitalizacion\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: San Miguel,Key\XLRM\Acciones\Revitalizacion\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,"Revitalizacion: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Revitalizacion\Tocloca Angostura Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,"Revitalizacion: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Revitalizacion\Tocloca Angostura Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,"Revitalizacion: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Revitalizacion\VillaProvidencia Oploca TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,"Revitalizacion: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Revitalizacion\VillaProvidencia Oploca TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Riego,04.png,Revitalizacion: Yurcuma y Bolivar,Key\XLRM\Acciones\Revitalizacion\Yurcuma Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Riego,04.png,Revitalizacion: Yurcuma y Bolivar,Key\XLRM\Acciones\Revitalizacion\Yurcuma Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Agricultura,05.png,Estilo productivo: Almona,Key\XLRM\Acciones\Cedula Cultivos\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Almona,Key\XLRM\Acciones\Cedula Cultivos\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Almona,Key\XLRM\Acciones\Cedula Cultivos\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Almona,Key\XLRM\Acciones\Cedula Cultivos\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Almona,Key\XLRM\Acciones\Cedula Cultivos\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Almona,Key\XLRM\Acciones\Cedula Cultivos\Almona,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Caracota,Key\XLRM\Acciones\Cedula Cultivos\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Caracota,Key\XLRM\Acciones\Cedula Cultivos\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Caracota,Key\XLRM\Acciones\Cedula Cultivos\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Caracota,Key\XLRM\Acciones\Cedula Cultivos\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Caracota,Key\XLRM\Acciones\Cedula Cultivos\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Caracota,Key\XLRM\Acciones\Cedula Cultivos\Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Charahota,Key\XLRM\Acciones\Cedula Cultivos\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Charahota,Key\XLRM\Acciones\Cedula Cultivos\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Charahota,Key\XLRM\Acciones\Cedula Cultivos\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Charahota,Key\XLRM\Acciones\Cedula Cultivos\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Charahota,Key\XLRM\Acciones\Cedula Cultivos\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Charahota,Key\XLRM\Acciones\Cedula Cultivos\Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Entre Rios,Key\XLRM\Acciones\Cedula Cultivos\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Entre Rios,Key\XLRM\Acciones\Cedula Cultivos\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Entre Rios,Key\XLRM\Acciones\Cedula Cultivos\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Entre Rios,Key\XLRM\Acciones\Cedula Cultivos\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Entre Rios,Key\XLRM\Acciones\Cedula Cultivos\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Entre Rios,Key\XLRM\Acciones\Cedula Cultivos\Entre Rios,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: La Torre,Key\XLRM\Acciones\Cedula Cultivos\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: La Torre,Key\XLRM\Acciones\Cedula Cultivos\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: La Torre,Key\XLRM\Acciones\Cedula Cultivos\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: La Torre,Key\XLRM\Acciones\Cedula Cultivos\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: La Torre,Key\XLRM\Acciones\Cedula Cultivos\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: La Torre,Key\XLRM\Acciones\Cedula Cultivos\La Torre,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,"Estilo productivo: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Cedula Cultivos\Monte Rico Tambillo Bajo y Tambillo Alto,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,"Estilo productivo: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Cedula Cultivos\Monte Rico Tambillo Bajo y Tambillo Alto,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,"Estilo productivo: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Cedula Cultivos\Monte Rico Tambillo Bajo y Tambillo Alto,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,"Estilo productivo: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Cedula Cultivos\Monte Rico Tambillo Bajo y Tambillo Alto,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,"Estilo productivo: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Cedula Cultivos\Monte Rico Tambillo Bajo y Tambillo Alto,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,"Estilo productivo: Monte Rico, Tambillo Bajo y Tambillo Alto",Key\XLRM\Acciones\Cedula Cultivos\Monte Rico Tambillo Bajo y Tambillo Alto,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Oro Ingenio,Key\XLRM\Acciones\Cedula Cultivos\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Oro Ingenio,Key\XLRM\Acciones\Cedula Cultivos\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Oro Ingenio,Key\XLRM\Acciones\Cedula Cultivos\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Oro Ingenio,Key\XLRM\Acciones\Cedula Cultivos\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Oro Ingenio,Key\XLRM\Acciones\Cedula Cultivos\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Oro Ingenio,Key\XLRM\Acciones\Cedula Cultivos\Oro Ingenio,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Palala Alta,Key\XLRM\Acciones\Cedula Cultivos\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Palala Alta,Key\XLRM\Acciones\Cedula Cultivos\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Palala Alta,Key\XLRM\Acciones\Cedula Cultivos\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Palala Alta,Key\XLRM\Acciones\Cedula Cultivos\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Palala Alta,Key\XLRM\Acciones\Cedula Cultivos\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Palala Alta,Key\XLRM\Acciones\Cedula Cultivos\Palala Alta,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Pilquiza,Key\XLRM\Acciones\Cedula Cultivos\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Pilquiza,Key\XLRM\Acciones\Cedula Cultivos\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Pilquiza,Key\XLRM\Acciones\Cedula Cultivos\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Pilquiza,Key\XLRM\Acciones\Cedula Cultivos\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Pilquiza,Key\XLRM\Acciones\Cedula Cultivos\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Pilquiza,Key\XLRM\Acciones\Cedula Cultivos\Pilquiza,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Salo,Key\XLRM\Acciones\Cedula Cultivos\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Salo,Key\XLRM\Acciones\Cedula Cultivos\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Salo,Key\XLRM\Acciones\Cedula Cultivos\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Salo,Key\XLRM\Acciones\Cedula Cultivos\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: Salo,Key\XLRM\Acciones\Cedula Cultivos\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: Salo,Key\XLRM\Acciones\Cedula Cultivos\Salo,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: San Jose de Horno,Key\XLRM\Acciones\Cedula Cultivos\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: San Jose de Horno,Key\XLRM\Acciones\Cedula Cultivos\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: San Jose de Horno,Key\XLRM\Acciones\Cedula Cultivos\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: San Jose de Horno,Key\XLRM\Acciones\Cedula Cultivos\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: San Jose de Horno,Key\XLRM\Acciones\Cedula Cultivos\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: San Jose de Horno,Key\XLRM\Acciones\Cedula Cultivos\San Jose de Hornos,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: San Miguel,Key\XLRM\Acciones\Cedula Cultivos\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: San Miguel,Key\XLRM\Acciones\Cedula Cultivos\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: San Miguel,Key\XLRM\Acciones\Cedula Cultivos\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: San Miguel,Key\XLRM\Acciones\Cedula Cultivos\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,Estilo productivo: San Miguel,Key\XLRM\Acciones\Cedula Cultivos\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,Estilo productivo: San Miguel,Key\XLRM\Acciones\Cedula Cultivos\San Miguel,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,"Estilo productivo: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Cedula Cultivos\Tocloca Angostura y Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,"Estilo productivo: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Cedula Cultivos\Tocloca Angostura y Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,"Estilo productivo: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Cedula Cultivos\Tocloca Angostura y Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,"Estilo productivo: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Cedula Cultivos\Tocloca Angostura y Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,"Estilo productivo: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Cedula Cultivos\Tocloca Angostura y Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,"Estilo productivo: Tocloca, Angostura y Yurcuma",Key\XLRM\Acciones\Cedula Cultivos\Tocloca Angostura y Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,"Estilo productivo: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Cedula Cultivos\Villa Providencia Oploca y Torre Chica,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,"Estilo productivo: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Cedula Cultivos\Villa Providencia Oploca y Torre Chica,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,"Estilo productivo: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Cedula Cultivos\Villa Providencia Oploca y Torre Chica,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,"Estilo productivo: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Cedula Cultivos\Villa Providencia Oploca y Torre Chica,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
Agricultura,05.png,"Estilo productivo: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Cedula Cultivos\Villa Providencia Oploca y Torre Chica,Se puede agregar descripcion y explicar la accion,Opciones,Condimentos,4,0,0,0
Agricultura,05.png,"Estilo productivo: Villa Providencia, Oploca y Torre Chica",Key\XLRM\Acciones\Cedula Cultivos\Villa Providencia Oploca y Torre Chica,Se puede agregar descripcion y explicar la accion,Opciones,Flores,5,0,0,0
Agricultura,05.png,Estilo productivo: Yurcuma y Bolivar,Key\XLRM\Acciones\Cedula Cultivos\Yurcuma y Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,Actual-Granos y Tuberculo,0,0,0,0
Agricultura,05.png,Estilo productivo: Yurcuma y Bolivar,Key\XLRM\Acciones\Cedula Cultivos\Yurcuma y Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,Hortalizas,1,0,0,0
Agricultura,05.png,Estilo productivo: Yurcuma y Bolivar,Key\XLRM\Acciones\Cedula Cultivos\Yurcuma y Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,Frutales,2,0,0,0
Agricultura,05.png,Estilo productivo: Yurcuma y Bolivar,Key\XLRM\Acciones\Cedula Cultivos\Yurcuma y Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,Forrajes,3,0,0,0
